generation,population,fitness,genotype
0,0,0.38007807769494034,"[-0.5227282495909384, 0.2235500346389645, 0.8985383979309403, -0.6584941994803017, 0.5876507024989663, 0.4834560945063511, -0.8116677755517783, 0.947907237952708, -0.16713333818060683, 0.9363818587454946, 0.5260402709580532, 0.9908321970004548, 0.041366675468019976, 0.6156601390294194, 0.8320487514405566, -0.7802045878134163, -0.6920561138689092, 0.1777696987496833, 0.04001361923590285, 0.19492305969462076, -0.8569573171776359, -0.9822312272701401, 0.824721774448812, -0.36136464913859845, -0.5385129800470188, 0.49111436116380336, 0.052247537768102204, -0.8738142573574852, -0.44876336009837536, -0.6738115880045341, -0.2446701265999245, -0.23871158714862517, 0.260957810225378, -0.6611122942065217, 0.9158517906512069, 0.03334686654386787, -0.5062050976284307, 0.2649845318789814, -0.07771495051990063, -0.7707589292496377, 0.260063989382078, -0.7229128705690246, -0.7758007870842043, -0.25983250988614404, -0.6965565396760236, 0.5753186542142734, 0.78318622645366, 0.9555513229497576, 0.9278950586043591, 0.6549278745019826, 0.022719435782594832, -0.13390165183027003, -0.9727274254405212, -0.26489528963263065, -0.429158675301464, -0.7411392951779303, -0.5727223219492523, 0.5373112255481833, 0.5783251756287002, -0.9701903199431356, -0.4450811181380334, 0.2527582444019101, 0.3244213257370163, -0.7051691334914074, 0.9944198357590328, -0.9345636991964612, 0.4283857060942482, -0.468540073053614, 0.29820903863173776, 0.5094739246360409, 0.7485542139134527, -0.2971178782140351, -0.26652644907188083, 0.4912976583297506, 0.8555381473777302, 0.38216779295615644, -0.7484072469199377, 0.1419972796137663, -0.6033494806857242, -0.9745557315111923, -0.7390341909157088, -0.555605620684007, -0.5636288156750198, -0.7074665299858456, 0.6319302069199471, -0.854831688396579, 0.045458162128966695, -0.7677395462029044, -0.2840909073531148, -0.9582451497642057, -0.9400214736753059, 0.9859944694821139, 0.2720435134193828, -0.45775166607248385, 0.44185300184424015, 0.9883827197638815, -0.798810084525841, -0.4709709575272669, 0.9916086654681902, -0.006722205215037302, -0.3158207426474815, -0.6426379187744007, -0.4129056317590232, -0.5129254032853847, 0.42703913219505174, -0.9244344823795729, 0.13434803806171636, -0.8006934173646354, 0.6894297888668564, 0.09014379411282758, -0.7302291237266989, -0.8656025870224415, -0.8848311130908715, -0.48341743536072324, -0.1738466226798936, 0.7278868539569543, 0.5514708485147142, 0.20722158826304904, 0.33214032206362676, 0.9667372111833752, -0.3031286957190318, 0.3909112937993835, -0.3936810979730003, 0.6921862104400849, 0.08121871210822085, 0.9470695222084919, 0.1019292874007991, -0.3838813328405013, 0.19621348989985998, -0.22895210088356, 0.3990699762598735, -0.09620288250359965, 0.9683527247737163, -0.14434744988040626, 0.8221500729942066, -0.034910916668570824, -0.3424557181207104, -0.9294155336035692, 0.5440079155782243, 0.6683025558898534, -0.10641512201299341, 0.8220581149178214, -0.48697922986142506, -0.37882087577717716, -0.8743779902363955, -0.3242330647130385, -0.6133910506669895, 0.5199736999687015, -0.5449012351493288, 0.5220584215289883, -0.2906725728873465, 0.07093711437056971, 0.19272385315062568, -0.05449458482355474, 0.22485256859228375, 0.5402612200571111, -0.19531794600364782, -0.19173909348407325, -0.056751703883658466, 0.3336979440460657, 0.18987150748059123, -0.09481032273131773, 0.8671180001980838, -0.5184899104792393, 0.1155306956801665, -0.10833061595320337, 0.18997724040571007, -0.3690123635915745, 0.6209869642980153, 0.8350250250313205, 0.8387979592199024, -0.1662189112168342, -0.8698077718073007, 0.9588607852073905, 0.7659874873449231, -0.4017889000942392, 0.6292230118933357, 0.6167830312346243, -0.966505210360054, -0.17414759266235036, 0.05460767137129796, 0.9565067481541916, 0.3843020377748887, 0.7494649266349545, -0.8145755548133429, 0.14231162854603907, -0.588399876726251, -0.5462434963900997, -0.746090132106308, -0.5303765575402819, 0.9295038097108019, 0.3505462013744529, 0.13634586964263629, 0.5383649670443282, -0.1399131835777312, 0.6222040640303586, 0.8861599241688378, 0.2639238482433912, -0.43132041234551277, -0.803941336050199, 0.4048887514875288, 0.8573882194801832, 0.5737522083966369, 0.49846928558698034, 0.23897956971926293, -0.03617388127028698, 0.7987861070401401, -0.24284178964235204, 0.4812910775351389, -0.9971816567852834, 0.053502884916857285, 0.9826710597908479]"
